Random seed, 2, forward time, 559.2856538295746, qp time, 793.4258551597595, backward_time, 39.79714560508728
Random seed, 8, forward time, 1018.9187483787537, qp time, 813.663412809372, backward_time, 43.0610671043396
Random seed, 5, forward time, 1154.0428245067596, qp time, 747.5434949398041, backward_time, 40.60735535621643
Random seed, 6, forward time, 1147.8027245998383, qp time, 775.1828558444977, backward_time, 39.954360246658325
Random seed, 3, forward time, 1415.6208908557892, qp time, 737.7562580108643, backward_time, 40.54973340034485
Random seed, 7, forward time, 1525.3536539077759, qp time, 823.4034073352814, backward_time, 43.92331838607788
Random seed, 9, forward time, 1798.8598291873932, qp time, 810.1353993415833, backward_time, 43.305967569351196
Random seed, 1, forward time, 1847.0688452720642, qp time, 859.0723676681519, backward_time, 46.15228509902954
