Random seed, 34, training time, 3842.655920267105, optimization time, 0
Random seed, 17, training time, 4178.049613714218, optimization time, 0
Random seed, 32, training time, 4176.940139770508, optimization time, 0
Random seed, 41, training time, 4154.089271306992, optimization time, 0
Random seed, 15, training time, 4367.5300035476685, optimization time, 0
Random seed, 27, training time, 4307.197409152985, optimization time, 0
Random seed, 33, training time, 4411.510304927826, optimization time, 0
Random seed, 43, training time, 4311.308623552322, optimization time, 0
Random seed, 37, training time, 4407.804440021515, optimization time, 0
Random seed, 6, training time, 4511.683022022247, optimization time, 0
Random seed, 9, training time, 4546.1814777851105, optimization time, 0
Random seed, 4, training time, 4526.109771728516, optimization time, 0
Random seed, 22, training time, 4507.920496463776, optimization time, 0
Random seed, 45, training time, 4475.545758962631, optimization time, 0
Random seed, 36, training time, 4444.153424739838, optimization time, 0
Random seed, 25, training time, 4519.784127950668, optimization time, 0
Random seed, 5, training time, 4585.752984285355, optimization time, 0
Random seed, 18, training time, 4582.329628229141, optimization time, 0
Random seed, 1, training time, 4604.276103258133, optimization time, 0
Random seed, 11, training time, 4573.716020107269, optimization time, 0
Random seed, 2, training time, 4701.250276565552, optimization time, 0
Random seed, 40, training time, 4559.175268650055, optimization time, 0
Random seed, 46, training time, 4642.203006982803, optimization time, 0
Random seed, 44, training time, 4670.0800104141235, optimization time, 0
Random seed, 16, training time, 4769.976109981537, optimization time, 0
Random seed, 49, training time, 4693.136540412903, optimization time, 0
Random seed, 24, training time, 4838.514544248581, optimization time, 0
Random seed, 47, training time, 4699.791304588318, optimization time, 0
Random seed, 13, training time, 4862.3181874752045, optimization time, 0
Random seed, 42, training time, 4773.0911066532135, optimization time, 0
Random seed, 20, training time, 4865.2915205955505, optimization time, 0
Random seed, 35, training time, 5023.345328330994, optimization time, 0
Random seed, 21, training time, 5065.0046672821045, optimization time, 0
Random seed, 38, training time, 5050.589759588242, optimization time, 0
Random seed, 48, training time, 5126.369201898575, optimization time, 0
Random seed, 12, training time, 5270.787251234055, optimization time, 0
Random seed, 26, training time, 5173.622960090637, optimization time, 0
Random seed, 23, training time, 5216.4257390499115, optimization time, 0
Random seed, 10, training time, 5267.43833899498, optimization time, 0
Random seed, 19, training time, 5320.563709259033, optimization time, 0
Random seed, 39, training time, 5337.018129348755, optimization time, 0
Random seed, 28, training time, 5444.235728025436, optimization time, 0
Random seed, 8, training time, 5610.742429018021, optimization time, 0
Random seed, 7, training time, 5801.240173578262, optimization time, 0
Random seed, 29, training time, 5898.980767726898, optimization time, 0
Random seed, 50, training time, 5932.279222011566, optimization time, 0
Random seed, 14, training time, 6012.092890501022, optimization time, 0
Random seed, 30, training time, 6227.305905818939, optimization time, 0
Random seed, 3, training time, 6503.937450647354, optimization time, 0
Random seed, 31, training time, 6963.859169721603, optimization time, 0
