Random seed, 5
nodes, 10.0, edges, 9.0, epochs, 100, time, 378.6951925754547
Random seed, 18
nodes, 10.0, edges, 10.0, epochs, 100, time, 369.2247037887573
Random seed, 26
nodes, 10.0, edges, 11.0, epochs, 100, time, 403.1468770503998
Random seed, 2
nodes, 10.0, edges, 10.0, epochs, 100, time, 486.65514612197876
Random seed, 4
nodes, 10.0, edges, 10.0, epochs, 100, time, 490.3921639919281
Random seed, 28
nodes, 10.0, edges, 11.0, epochs, 100, time, 482.92574191093445
Random seed, 22
nodes, 10.0, edges, 10.0, epochs, 100, time, 556.9884521961212
Random seed, 29
nodes, 10.0, edges, 12.0, epochs, 100, time, 557.9845216274261
Random seed, 21
nodes, 10.0, edges, 11.0, epochs, 100, time, 572.4220480918884
Random seed, 27
nodes, 10.0, edges, 13.0, epochs, 100, time, 583.4659473896027
Random seed, 7
nodes, 10.0, edges, 11.0, epochs, 100, time, 599.9089143276215
Random seed, 30
nodes, 10.0, edges, 13.0, epochs, 100, time, 588.332950592041
Random seed, 1
nodes, 10.0, edges, 12.0, epochs, 100, time, 628.3471963405609
Random seed, 10
nodes, 10.0, edges, 12.0, epochs, 100, time, 627.2728953361511
Random seed, 12
nodes, 10.0, edges, 11.0, epochs, 100, time, 621.6528904438019
Random seed, 6
nodes, 10.0, edges, 14.0, epochs, 100, time, 651.1583344936371
Random seed, 19
nodes, 10.0, edges, 13.0, epochs, 100, time, 654.8875861167908
Random seed, 16
nodes, 10.0, edges, 15.0, epochs, 100, time, 662.5989983081818
Random seed, 15
nodes, 10.0, edges, 12.0, epochs, 100, time, 667.333544254303
Random seed, 23
nodes, 10.0, edges, 12.0, epochs, 100, time, 675.4650959968567
Random seed, 20
nodes, 10.0, edges, 13.0, epochs, 100, time, 702.0912699699402
Random seed, 9
nodes, 10.0, edges, 13.0, epochs, 100, time, 721.5941250324249
Random seed, 24
nodes, 10.0, edges, 15.0, epochs, 100, time, 781.4617404937744
Random seed, 17
nodes, 10.0, edges, 12.0, epochs, 100, time, 806.083575963974
Random seed, 13
nodes, 10.0, edges, 16.0, epochs, 100, time, 820.3593647480011
Random seed, 3
nodes, 10.0, edges, 16.0, epochs, 100, time, 863.4087934494019
Random seed, 11
nodes, 10.0, edges, 17.0, epochs, 100, time, 944.5735495090485
Random seed, 25
nodes, 10.0, edges, 14.0, epochs, 100, time, 1007.0737409591675
Random seed, 14
nodes, 10.0, edges, 16.0, epochs, 100, time, 1025.0604012012482
Random seed, 8
nodes, 10.0, edges, 19.0, epochs, 100, time, 1143.3822321891785
Random seed, 4
nodes, 10.0, edges, 10.0, epochs, 100, time, 353.4367425441742
Random seed, 5
nodes, 10.0, edges, 9.0, epochs, 100, time, 379.3303837776184
Random seed, 2
nodes, 10.0, edges, 10.0, epochs, 100, time, 504.6574146747589
Random seed, 7
nodes, 10.0, edges, 11.0, epochs, 100, time, 642.8593649864197
Random seed, 10
nodes, 10.0, edges, 12.0, epochs, 100, time, 633.0282430648804
Random seed, 9
nodes, 10.0, edges, 13.0, epochs, 100, time, 673.2617800235748
Random seed, 6
nodes, 10.0, edges, 14.0, epochs, 100, time, 717.218745470047
Random seed, 1
nodes, 10.0, edges, 12.0, epochs, 100, time, 721.4895975589752
Random seed, 3
nodes, 10.0, edges, 16.0, epochs, 100, time, 859.7364590167999
Random seed, 8
nodes, 10.0, edges, 19.0, epochs, 100, time, 1131.0825650691986
