Random seed, 50, training time, 38.668301582336426, optimization time, 385.30676078796387
Random seed, 26, training time, 40.25618553161621, optimization time, 449.3397400379181
Random seed, 34, training time, 37.5350444316864, optimization time, 410.7009754180908
Random seed, 24, training time, 39.97301387786865, optimization time, 457.6210563182831
Random seed, 30, training time, 39.41410493850708, optimization time, 489.1682024002075
Random seed, 6, training time, 42.900322675704956, optimization time, 465.157598733902
Random seed, 41, training time, 54.71329593658447, optimization time, 465.4949538707733
Random seed, 37, training time, 38.3672878742218, optimization time, 467.6877017021179
Random seed, 14, training time, 43.727638959884644, optimization time, 454.01546597480774
Random seed, 5, training time, 40.59602475166321, optimization time, 519.842262506485
Random seed, 27, training time, 44.441190242767334, optimization time, 509.7672870159149
Random seed, 2, training time, 41.60916829109192, optimization time, 532.530020236969
Random seed, 43, training time, 42.104710817337036, optimization time, 507.0723502635956
Random seed, 36, training time, 39.121095418930054, optimization time, 496.2605381011963
Random seed, 4, training time, 42.255796909332275, optimization time, 558.4846181869507
Random seed, 42, training time, 41.470988512039185, optimization time, 538.1364393234253
Random seed, 15, training time, 40.82377600669861, optimization time, 521.0443408489227
Random seed, 31, training time, 39.21840572357178, optimization time, 554.3124611377716
Random seed, 21, training time, 44.7182502746582, optimization time, 576.1079232692719
Random seed, 35, training time, 50.42528033256531, optimization time, 549.7800033092499
Random seed, 13, training time, 44.630979776382446, optimization time, 555.6249237060547
Random seed, 32, training time, 42.778419494628906, optimization time, 568.6532490253448
Random seed, 49, training time, 43.49155378341675, optimization time, 577.1001174449921
Random seed, 17, training time, 42.07342004776001, optimization time, 567.2316505908966
Random seed, 3, training time, 44.35641670227051, optimization time, 619.4341537952423
Random seed, 33, training time, 41.00844097137451, optimization time, 574.4514257907867
Random seed, 10, training time, 44.28208351135254, optimization time, 604.4543435573578
Random seed, 11, training time, 46.01380181312561, optimization time, 609.4077572822571
Random seed, 38, training time, 40.461036920547485, optimization time, 612.9323298931122
Random seed, 20, training time, 45.87750816345215, optimization time, 600.4153187274933
Random seed, 40, training time, 42.94443082809448, optimization time, 620.9642040729523
Random seed, 25, training time, 43.09311056137085, optimization time, 651.5920994281769
Random seed, 12, training time, 43.8716094493866, optimization time, 650.9350640773773
Random seed, 47, training time, 49.14853549003601, optimization time, 621.4227442741394
Random seed, 18, training time, 44.602599143981934, optimization time, 612.6901614665985
Random seed, 46, training time, 46.82820153236389, optimization time, 634.6830177307129
Random seed, 44, training time, 41.68667984008789, optimization time, 649.335155248642
Random seed, 29, training time, 44.54369330406189, optimization time, 666.1196844577789
Random seed, 45, training time, 47.852356910705566, optimization time, 636.1268157958984
Random seed, 1, training time, 44.731539249420166, optimization time, 676.826996088028
Random seed, 8, training time, 39.96664643287659, optimization time, 667.2619731426239
Random seed, 23, training time, 42.10452938079834, optimization time, 699.1858518123627
Random seed, 7, training time, 44.58334016799927, optimization time, 663.3685922622681
Random seed, 22, training time, 42.79869604110718, optimization time, 690.7104153633118
Random seed, 19, training time, 44.88620471954346, optimization time, 663.8785784244537
Random seed, 39, training time, 47.73332381248474, optimization time, 700.2164266109467
Random seed, 16, training time, 46.101133823394775, optimization time, 757.9428200721741
Random seed, 28, training time, 45.32101821899414, optimization time, 813.411378622055
Random seed, 9, training time, 56.14769005775452, optimization time, 916.3392376899719
Random seed, 48, training time, 60.92806887626648, optimization time, 986.8126482963562
