Random seed, 1, training time, 291.57070803642273, optimization time, 4527.208396196365
Random seed, 43, training time, 150.24057030677795, optimization time, 5333.669480800629
Random seed, 49, training time, 157.5364706516266, optimization time, 5358.209596395493
Random seed, 28, training time, 110.12257885932922, optimization time, 5304.422352075577
Random seed, 14, training time, 141.83474826812744, optimization time, 5621.438325405121
Random seed, 38, training time, 186.44784140586853, optimization time, 5773.199261665344
Random seed, 2, training time, 178.47576570510864, optimization time, 5899.192058563232
Random seed, 17, training time, 161.6528263092041, optimization time, 5927.450697898865
Random seed, 32, training time, 142.8311915397644, optimization time, 6103.855769634247
Random seed, 34, training time, 97.50951790809631, optimization time, 6111.304933547974
Random seed, 21, training time, 201.8719310760498, optimization time, 6145.720054388046
Random seed, 31, training time, 144.10670447349548, optimization time, 6259.153356790543
Random seed, 44, training time, 145.92566847801208, optimization time, 6231.152098894119
Random seed, 12, training time, 207.9259877204895, optimization time, 6355.409293174744
Random seed, 50, training time, 140.75009870529175, optimization time, 6455.300697088242
Random seed, 11, training time, 129.3013515472412, optimization time, 6623.796989202499
Random seed, 40, training time, 152.4777135848999, optimization time, 6724.787312746048
Random seed, 46, training time, 187.52297234535217, optimization time, 6629.276352643967
Random seed, 47, training time, 254.23891639709473, optimization time, 6760.624706029892
Random seed, 45, training time, 183.55000758171082, optimization time, 6820.209312915802
Random seed, 42, training time, 171.27733755111694, optimization time, 6819.026634931564
Random seed, 18, training time, 144.2788016796112, optimization time, 6830.16140294075
Random seed, 10, training time, 140.38654780387878, optimization time, 6955.692409515381
Random seed, 4, training time, 180.14855027198792, optimization time, 6933.578861713409
Random seed, 20, training time, 145.4601068496704, optimization time, 7001.626495361328
Random seed, 16, training time, 172.97541117668152, optimization time, 7022.641839981079
Random seed, 25, training time, 173.9024670124054, optimization time, 7068.752657413483
Random seed, 29, training time, 224.04423880577087, optimization time, 7110.802385568619
Random seed, 23, training time, 170.77606391906738, optimization time, 7307.662096738815
Random seed, 24, training time, 160.3751618862152, optimization time, 7261.730966567993
Random seed, 33, training time, 148.65916514396667, optimization time, 7190.3821568489075
Random seed, 7, training time, 137.05683541297913, optimization time, 7364.360069036484
Random seed, 35, training time, 160.29346013069153, optimization time, 7480.913471221924
Random seed, 6, training time, 158.20195937156677, optimization time, 7542.544232368469
Random seed, 27, training time, 136.7850694656372, optimization time, 7653.646315813065
Random seed, 5, training time, 179.94145965576172, optimization time, 7614.692470550537
Random seed, 36, training time, 183.11763715744019, optimization time, 7633.311268091202
Random seed, 39, training time, 145.4204523563385, optimization time, 7720.067013025284
Random seed, 22, training time, 184.5749077796936, optimization time, 7777.118268728256
Random seed, 15, training time, 189.26968693733215, optimization time, 7878.250213384628
Random seed, 19, training time, 150.59976720809937, optimization time, 8013.788028001785
Random seed, 8, training time, 170.41561245918274, optimization time, 8024.742096185684
Random seed, 48, training time, 248.07305526733398, optimization time, 8158.151461839676
Random seed, 9, training time, 239.56215524673462, optimization time, 8472.875584125519
Random seed, 26, training time, 249.6036581993103, optimization time, 8502.977198123932
Random seed, 41, training time, 138.8657467365265, optimization time, 8461.374504804611
Random seed, 30, training time, 214.8866798877716, optimization time, 8527.321905612946
Random seed, 37, training time, 188.69668984413147, optimization time, 9093.697309017181
Random seed, 3, training time, 171.06463956832886, optimization time, 9191.867733478546
Random seed, 13, training time, 204.55357718467712, optimization time, 14122.666308879852
