Random seed, 8, forward time, 1253.8021042346954, qp time, 3438.5532960891724, backward_time, 12514.504646539688
Random seed, 10, forward time, 1118.3627121448517, qp time, 2906.7290875911713, backward_time, 18078.275319814682
Random seed, 2, forward time, 1394.151743888855, qp time, 3124.917315006256, backward_time, 28455.89961194992
Random seed, 1, forward time, 1249.0615315437317, qp time, 3210.2026450634003, backward_time, 31397.533637285233
Random seed, 5, forward time, 1167.807196855545, qp time, 3110.8448798656464, backward_time, 31627.107196569443
Random seed, 4, forward time, 1088.5781841278076, qp time, 3277.5936527252197, backward_time, 31642.662970542908
Random seed, 3, forward time, 1160.6860387325287, qp time, 2981.586434364319, backward_time, 31945.52657175064
